DNI,Nombre,Apellido,Fecha de Nacimiento,ID Solicitud,Usuario_solicitante
28328815A,Dulce,Loughney,02/06/1946,1340092,false
45161900C,Kearney,Durie,31/07/1952,3755028,true
16900155B,Alysa,Chesterman,16/05/1954,7575582,false
88388923R,Karim,Villa,28/10/1948,5811053,true
88130003X,Baryram,Weald,29/04/1957,8178347,false
38408990Q,Thekla,Bruhn,14/05/1931,7253050,true
85940599H,Thomasa,Louiset,30/10/1957,7914260,false
84969295H,Lemuel,Clowsley,02/01/1959,1683075,true
50728056B,Patti,Coulbeck,05/08/1957,1195381,true
36452806Y,Hobard,Ormond,18/05/1965,1903805,false
30598060O,Chadwick,Klimecki,18/04/1935,6459180,false
31353742B,Dennet,Tomkiss,13/07/1937,1095328,true
78095322Y,Verina,Von Salzberg,11/01/1939,1092480,true
64053736I,Der,Paddle,24/08/1945,5391287,true
95427729Y,Henrieta,Kamiyama,06/05/1948,5403953,false
24258878E,Elvyn,Hayden,14/10/1936,3466724,true
34205712G,Germaine,Duesbury,12/10/1947,8780153,false
59064530R,Hillary,Gimlet,08/12/1957,6028039,true
40541672W,Carroll,McAteer,04/02/1963,6294944,true
25509162I,Bendite,Bartalini,25/05/1963,5521797,true
78536881P,Kort,De Minico,06/06/1962,3689292,true
34194499P,Lewie,Nenci,30/01/1949,4175918,false
54817500Q,Evvie,Tonn,23/05/1942,3457690,true
61380538J,Renee,Gockeler,04/06/1955,7023820,false
30423863D,Kylie,Wycliffe,22/10/1948,2328733,true
90268701A,Madge,Pawels,06/08/1949,8320100,false
71759564O,Jami,Mashal,19/04/1934,2777673,false
19837055H,Barbie,Brouwer,07/03/1943,5398080,false
97865734Y,Catherin,Episcopio,21/04/1948,5481312,false
94779139M,Brande,Mitchiner,11/07/1963,2305103,true
43063516N,Steffi,Shopcott,15/02/1930,5427831,false
49836080D,May,Bensen,11/06/1957,5870200,false
74626592A,Othilie,Jemmett,03/10/1947,9899452,false
93811203Q,Cass,Fricke,05/05/1931,8761377,true
69717986T,Pansie,Dingwall,11/03/1930,6082110,false
79352534C,Jane,Petroulis,20/08/1956,1418371,true
59962485A,Huntlee,Dodwell,31/07/1930,8397320,false
79240087B,Enrico,Neeve,28/11/1955,7321820,true
25594245E,Talbot,Gaunson,09/07/1947,7095757,true
98183104H,Willyt,Allabarton,06/09/1955,4798754,true
18501029L,Marcus,Greenrde,06/01/1963,6364580,false
35995393W,Aile,Rosenfeld,11/08/1961,2374357,true
69736978J,Raynell,Robathon,28/09/1951,5807793,true
32831366D,Jolie,McGregor,02/07/1955,4416690,false
13271369R,Dorisa,Cafferty,06/06/1954,9254370,false
78300298K,Elmore,Ralfe,28/01/1955,5199599,false
87363456A,Malvin,Chapell,17/02/1954,4328759,false
35870885Z,Samuel,Orrell,06/08/1958,9020478,true
97844942V,Ginnifer,Guihen,21/10/1937,5944870,false
88539759G,Clemente,Ainsworth,23/07/1963,9588795,false
40418168M,Emelda,Gilhouley,02/08/1951,3488966,false
33717976P,Eyde,Norster,11/09/1934,4876997,false
18669052H,Hilda,Copnell,30/11/1960,7809100,true
27266734O,Shelba,Hatrick,13/03/1963,8018374,false
58016446R,Dee dee,Albasini,16/10/1949,8328321,false
59425524Q,Derrick,Colbran,06/03/1938,5535204,true
26553937O,Isacco,Ferrino,17/02/1951,7680643,false
80422682G,Dennet,Mothersole,13/04/1959,1643029,true
69386955J,Karlik,Pauluzzi,30/08/1950,7639847,true
29310127U,Elvis,Kirton,08/12/1965,7080443,true
37838376N,Moria,Minero,10/03/1933,6039494,true
53963530B,Wilton,Jarvis,20/06/1949,2695489,true
54866440N,Dedie,Pobjay,19/12/1964,2309073,false
77129038Y,Genna,Vallintine,14/09/1942,4667626,true
61694828G,Amil,Bewshea,14/06/1943,2020120,true
18830065P,Bart,Rowat,15/06/1959,2016400,false
17411355R,Lamont,Richardeau,26/11/1948,9967192,false
15662417P,Ginevra,Munkley,10/01/1962,4082225,false
22240243X,Philippe,Levicount,13/03/1943,2749477,true
41839452W,Reidar,Blakelock,25/08/1964,9863056,true
84679552X,Nita,Vales,02/12/1954,5949752,false
15894754N,Wandis,Colqueran,24/08/1947,3160670,false
83779597F,Bald,Tuttiett,29/03/1939,6969108,true
42143395H,Harriet,Mingo,25/08/1950,7998320,true
86559748F,Elwood,Dibson,13/09/1937,7156034,false
62054628Z,Alvin,Kuller,23/07/1936,7120673,false
10341566U,Nevsa,Portlock,25/01/1961,6682406,false
75354185E,Gregory,Lavell,10/04/1961,8210895,false
32408488W,Kora,Kensy,11/10/1937,3630526,true
45385601V,Kennie,Marczyk,14/12/1939,3115398,false
58733053E,Louisette,McEnteggart,18/05/1962,1118570,false
61417569R,Peter,Cornwall,08/11/1932,2140661,false
17195666R,Nathan,Oakly,23/07/1965,7335060,false
84089735I,Aluino,Deporte,23/11/1936,8010429,false
46855410E,Dre,Libero,25/05/1948,9505686,false
81200332G,Gerri,Zanicchelli,23/12/1936,9104264,true
85952862K,Audre,Boutell,18/11/1960,2085868,false
53331145I,Rolfe,Winfield,05/12/1960,2786960,false
16564436O,Welbie,Brixey,19/09/1955,7434617,false
93751875F,Stormy,Ingman,03/02/1957,6610452,false
18672156F,Matilde,Danet,22/05/1941,4353407,false
47681369T,Rhett,Menaul,21/11/1935,6842199,false
99805073X,Sammie,Agar,16/08/1936,8696915,false
40922118A,Max,Grimster,11/03/1935,7005725,false
20616346N,Lacy,Swatland,07/07/1951,7769496,true
62118805O,Lilllie,Bendixen,06/08/1956,7502787,false
31959568G,Phillipp,Doble,06/07/1935,6261493,true
54146825K,Jere,Towne,12/10/1944,1882153,false
60360933P,Cristian,O' Mahony,31/01/1942,6302516,true
40962853J,Kattie,Hansemann,02/01/1936,4954941,false
55626629L,Elwira,Broady,15/11/1936,2774602,true
14977568W,Merrill,Gallaccio,07/06/1936,3304568,false
82896651R,Jazmin,Narup,31/10/1963,5018391,false
26791201B,Janelle,Izard,18/01/1937,9088663,false
38698557M,Zorah,Brundell,21/09/1951,8044503,false
32644553A,Lira,Edleston,24/04/1958,1284741,false
18486973D,Gladys,Spatig,09/06/1946,6541726,false
56738212Q,Kalvin,Bernaciak,20/09/1952,3799603,true
33733514C,Margaux,Boggon,26/07/1948,8927324,false
65899586G,Barty,Pietasch,12/05/1933,9863000,true
46680786U,Rosco,Frankum,24/01/1963,1548764,true
52966591M,Arlinda,Kubasiewicz,03/06/1958,6906594,true
67471977R,Jaynell,Garratty,09/05/1938,3137004,false
41776718R,Yasmin,Rootes,10/03/1942,9324766,true
87302893V,Yetty,Haitlie,16/11/1938,4139284,true
54336387E,Faythe,Catton,22/09/1952,6088046,true
49465764F,Wain,Falconbridge,22/09/1959,6574290,false
11100290X,Hubie,Ventura,24/07/1948,7126964,true
25315999I,Ravid,Josefowicz,14/08/1946,7732404,true
15798553Y,Alyse,Bulfield,11/11/1936,6853180,true
13217109L,Gwendolin,Derl,29/01/1938,8573649,true
90527272Q,Gunar,Lademann,13/08/1961,2722860,false
64538900H,Lynne,Stritton,09/02/1963,8814232,false
30857545O,Deloria,Baltrushaitis,19/08/1938,9014548,true
34477309G,June,Rudolph,26/08/1931,6804357,false
92135294S,Mommy,Westmacott,27/01/1937,5853372,true
98647239J,Corrinne,Keddie,03/12/1951,2086090,true
18991203O,Ode,Gridley,23/03/1955,2000620,false
59256040Y,Roosevelt,Kittredge,16/02/1940,6082364,true
22365124J,Magnum,Harbage,13/10/1965,4282456,true
61104837A,Nola,Murrhaupt,26/09/1942,4830677,false
50269695T,Kory,Ellard,28/02/1942,3795060,false
30603849I,Shirleen,Northill,01/01/1939,5859603,false
31201397X,Lillis,Westhoff,27/06/1930,4965030,false
10821794E,Ashleigh,Linnemann,10/08/1951,6402003,true
93690328V,Winslow,Archbald,13/08/1951,4872942,true
97752675F,Lurette,Joynson,26/11/1948,8551900,false
59558005T,Clive,Soigne,30/09/1936,3329320,false
89255544V,Flin,Wegner,15/05/1948,4385584,false
36563938Z,Mikaela,Haskins,11/05/1945,5964536,false
92517246B,Sapphira,Di Dello,06/04/1939,8954184,false
76041252P,Gisella,Purry,15/06/1944,7078700,true
85984813A,Rafaelita,Downs,23/04/1941,5149959,true
18275284D,Babette,Mandrey,18/05/1951,5842580,true
56852665T,Lisbeth,Penhaleurack,22/08/1947,5832200,false
81104386W,Corty,Laughlan,05/02/1943,7192680,true
98021601H,Jolee,Heustace,18/09/1930,6749230,true
66965653N,Debbi,Congreave,09/09/1956,9112153,false
49718406I,Emilia,Bristo,06/11/1957,3346928,false
25777246J,Stefa,Tabram,11/02/1956,3459345,false
84437267H,Layne,Fronzek,17/02/1939,9658863,true
52581631H,Elbertine,Assur,03/03/1932,8439895,true
94586133G,Marsiella,Scamal,20/03/1965,9017372,false
20790415X,Elsi,Garnham,19/06/1961,1226623,false
76718662R,Kassi,Toy,02/03/1960,1170528,true
50169024J,Thornton,Tomaszczyk,07/09/1955,9007953,false
40955126J,Cally,Teulier,24/11/1941,6512664,true
60312055N,Alica,Chesworth,24/08/1943,5279609,true
11386465R,Gaelan,Mackilpatrick,20/08/1949,1677389,false
72024279D,Tabitha,Iacovides,08/01/1931,9795114,true
66405726M,Fedora,Morehall,19/01/1963,1889512,false
12041181G,Cassandry,Capnerhurst,15/12/1941,4286832,true
22672636W,Howard,Skillings,18/10/1960,7447879,false
43553795V,Dolly,Bosquet,11/07/1936,2297357,false
67125800K,Gaby,Lanfranchi,23/12/1937,8567193,true
65280055D,Calvin,Billo,21/04/1937,2906938,false
34443219E,Nickola,Desson,25/09/1941,1900255,true
61281349F,Sherilyn,Pylkynyton,14/10/1944,3063647,false
27214389R,Jackquelin,MacGiany,15/04/1960,4038574,false
30526490E,Thaddeus,Hornbuckle,29/08/1942,6288162,true
81507610D,Arnie,Dunsire,27/09/1951,9212225,true
19019721O,Carissa,Cholerton,18/09/1954,9979513,true
12197594H,Donna,Kennett,10/05/1946,3538090,true
85156812I,Morse,DeSousa,13/01/1961,2409014,true
58045078C,Eduard,Barehead,05/03/1949,9317542,true
84483489U,Reece,Matuszewski,01/03/1948,5497322,true
46502514E,Maryrose,Lintall,06/03/1954,7393640,false
86515342B,Rickard,Orae,23/08/1947,5898178,false
38910941K,Jim,Karpinski,05/02/1963,7065476,false
59908468D,Rebekkah,Sigsworth,08/01/1949,9990806,true
92274992X,Aubrey,Keppin,31/01/1932,5432634,false
77871102F,Jessamine,Kinzett,11/01/1947,2158373,false
11822683N,Gonzales,Labat,06/11/1938,9875830,false
83785336C,Myrna,Oswald,23/02/1934,2764593,true
98199839E,Glenna,Aldwinckle,19/05/1959,8230199,true
50575719P,Tonia,Imesen,06/07/1930,3430641,false
14236524A,Hervey,Maltby,14/06/1939,3794502,false
15275828H,Clarice,Stallan,04/01/1952,5717440,false
87116907Q,Ileane,Whyffen,08/12/1951,5143085,true
50440374I,Maisey,Queenborough,12/09/1960,5212590,true
86164764K,Norene,Kesper,28/04/1964,4338159,true
20030671C,Farris,Eixenberger,16/11/1954,6575781,false
76789107J,Jonah,Kamen,07/06/1960,9518513,false
89902981A,Audra,Harrold,21/12/1956,1780690,true
18451459Q,Shanta,Hanscome,03/01/1950,8786633,true
79203170R,Walton,Knapp,13/09/1943,4765738,true
22889671X,Stillman,Tomasino,13/12/1938,8022804,true
66255157C,Evangeline,Brauninger,08/07/1948,7069057,false
69306019A,Clovis,Pinson,01/01/1932,5619032,true
27220734Q,Jay,Ost,27/03/1941,1458702,false
51696463F,Mannie,Ommanney,12/08/1961,2015347,true
85077452N,Ashly,Jedryka,12/09/1953,3581709,false
72357513Y,Dominik,Wintersgill,08/03/1942,3967633,true
34031570L,Claudetta,Pleasants,08/12/1965,6326822,false
35606390R,Reggi,South,16/12/1963,3939570,false
86196887A,Royal,Cromwell,04/04/1942,3250142,false
88007026F,Elspeth,Blethin,19/06/1961,3008446,false
85485288B,Ira,Lewton,10/07/1937,7761547,true
46534618S,Sharron,Kells,05/05/1956,9537054,false
35601621N,Lindsey,Ferandez,29/02/1936,6477249,true
66017888X,Kimble,Blader,15/02/1944,3375140,false
20981054T,Drusi,Headly,09/11/1940,2659170,false
56942978P,Vivianna,Gravey,08/10/1957,7626834,true
92754675U,Millicent,Jerams,14/04/1952,8340297,false
48952759P,Harrison,Tabbernor,07/11/1951,3311891,true
53991264L,Liam,Coldbathe,30/01/1951,1324478,true
18272369K,Jeramey,Ciccarello,05/06/1953,1813197,true
49576101E,Kalle,Roath,10/07/1937,8442082,false
95886428I,Michal,Gricewood,08/07/1948,6990453,true
63972381G,Alyce,Hellmer,26/12/1949,3513046,true
77936843N,Velma,Yuryshev,26/05/1961,4765000,true
37634470Y,Junina,Amorts,15/09/1965,3714480,false
72529147L,Rodie,Crebott,05/03/1964,4979615,true
47632453L,Flory,Madill,09/06/1942,9813376,true
87709138N,Clara,Scimone,08/09/1943,6846601,false
51653362I,Renelle,Sword,25/02/1962,1919350,true
17151698M,Flint,Kiessel,08/06/1950,1034170,false
80140536M,Valery,Hanhardt,02/06/1934,4342330,true
72437743T,Dani,Zouch,01/07/1942,8063490,false
26143022W,Alecia,Ackroyd,22/09/1955,8843678,true
70340099Y,Purcell,M'Quharge,19/04/1965,7145962,true
71899611T,Mack,Gurrado,08/03/1948,7977178,true
82343755N,Tessa,Keech,19/06/1955,4348185,true
25083750N,Zeb,Coucher,03/10/1945,2439457,true
30921035I,Mandy,O'Corrane,14/06/1949,3528981,true
84474712A,Bennie,Krolle,07/12/1959,1847078,true
67247304X,Saraann,Ringe,10/07/1960,5219419,false
59354746B,Gelya,Hollows,12/02/1948,5594965,true
99888094M,Adeline,Popov,29/01/1937,9758400,false
82889207Q,Nehemiah,Saltsberg,16/02/1953,8903289,false
94900608Z,Gunilla,Terrans,28/07/1930,3669818,false
57787348D,Seward,Claxson,26/07/1942,1981150,false
63344567V,Kearney,Broxap,18/04/1958,6192420,true
91041591J,Catherine,Hearse,27/09/1937,4109500,true
39998141Q,Andrea,Syphas,02/01/1950,6106922,true
94939892G,Griffie,Gosalvez,25/07/1934,8640269,false
31998252W,Geoff,Barts,07/12/1930,3574270,true
63936235B,Teressa,Greenroa,19/09/1954,4856239,false
33571095B,Ami,Echlin,11/02/1944,5275691,true
77565133L,Jonis,Paley,22/04/1957,5971241,false
92181818D,Tiffie,Wickwarth,13/11/1939,6317036,true
49703200L,Nessi,Grigoryov,02/10/1964,4523991,false
98578463V,Orlando,Burthom,14/04/1955,1144571,true
88384907U,Atlanta,Bauer,30/05/1961,8444987,false
14838768M,Dillie,Garrettson,04/11/1939,7049842,false
82341161T,Bartlet,Meachen,02/11/1951,6847113,true
23521181X,Lesli,Sutliff,09/08/1962,5660201,false
22735386F,Danyette,Lavies,09/09/1946,4018080,false
33669042G,Allin,Bevar,21/09/1930,8621930,false
20298126O,Paddie,Debney,13/09/1957,5109863,true
71781644Y,Brittney,Bartrap,22/04/1942,1521844,false
51055190H,Natalya,Lamborne,18/08/1962,4671691,false
27555223S,Miriam,Jayes,06/11/1935,3699050,true
34806269I,Bevon,Matej,24/10/1965,1506470,false
81374730V,Brnaba,Nani,20/05/1936,3747544,true
66600847N,Eduino,Dur,10/05/1962,1201993,true
65555900J,Halsey,McAughtry,05/12/1932,5683896,true
67385210Z,Brnaba,Von Welden,21/10/1962,2909366,true
55092151U,Pinchas,Rossoni,06/12/1959,4266049,false
36468221X,Bernie,Deeble,17/04/1962,1731771,false
51777823R,Edgardo,Bumphries,03/07/1950,2012664,false
97712083O,Domenico,Mackie,13/04/1935,2579656,true
15641291Z,Nathaniel,Baselio,22/10/1962,8709768,false
42126321C,Clareta,Wyldish,03/10/1955,8280396,true
32964505K,Josy,Pray,12/05/1946,4012672,false
19548058Z,Fay,Starr,06/11/1947,3706513,true
98368642L,Bryce,Hibling,27/06/1934,9146170,true
72903162N,Vasili,Dutch,31/05/1942,1125572,true
95273109N,Barth,Dring,03/01/1937,9483559,true
10975010E,Raeann,Whitticks,17/04/1946,6949030,false
16783917I,Rozelle,Runham,06/01/1953,4795688,true
78253898S,Jenilee,Franscioni,28/08/1958,4467329,true
94950526V,Dede,Meriton,30/09/1952,6354690,true
36655852G,Gusta,Charlesworth,14/11/1964,2850121,false
27151481D,Antonio,Cisec,08/06/1946,7777364,true
60912384E,Weston,Dorracott,11/03/1944,2554395,false
22522119D,Guillermo,Titterrell,27/05/1955,2661368,false
98984281T,Harold,Volkers,31/12/1941,1874099,false
12535559O,Sheffy,Fransinelli,04/12/1943,5583660,false
91090447Q,Tarrah,Mundall,06/07/1964,4462820,true
23425255N,Chelsae,Hartropp,25/12/1952,8925467,false
76492619Q,Neile,Connal,29/05/1932,5471135,false
19634739O,Brooks,Nyland,02/07/1941,2524977,true
94789446O,Kelly,Shurlock,10/12/1938,1104092,false
81686498Z,Jada,Ferns,31/03/1931,8801313,true
30562075H,Maribel,Pauly,18/10/1930,5544125,true
83441302P,Orland,Dafter,08/06/1964,8317443,false
47388201H,Fredia,Hookes,04/09/1945,8461725,false
28439534F,Hasty,Isson,03/12/1964,4866087,false
74991392M,Korie,Burnsyde,24/10/1951,8072420,true
69415208M,Wilbur,Yorston,30/06/1939,2706503,true
16383007N,Bernetta,Kindred,27/03/1934,2331773,false
46585242B,Madelin,Conan,09/06/1948,5963320,true
65317328S,Lissa,Lexa,04/10/1943,4238647,true
31075402A,Holmes,Linnit,13/06/1951,5874917,false
53250393Q,Rosemary,Burgot,12/07/1939,1746463,true
96219049K,Lezley,Van den Dael,21/02/1943,4200282,true
59886263F,Bendick,Harrild,23/08/1956,3512154,false
80725162T,Mariana,Biles,17/06/1955,3745568,true
48037881I,Bibbye,Riggott,10/10/1930,2872030,false
87992010W,Cirilo,Olanda,23/06/1934,9067430,false
75832089G,Claudelle,Kerford,20/01/1960,8909445,false
12711391U,Ilise,Mulhill,31/03/1957,5438765,true
75124788E,Marshal,Sainz,29/01/1947,7588412,true
81526046F,Dot,Kryzhov,18/10/1961,5074965,false
75245633Q,Alfy,Mertel,07/05/1942,5166250,true
19935322Y,Lew,Renshell,15/10/1936,9943465,true
80559009H,Lurleen,Fuxman,02/05/1960,3276347,false
48380938D,Nara,Breit,14/06/1951,7903162,false
85633280E,Ben,Cottey,15/07/1934,1651340,true
51622863M,Mirilla,Nangle,28/09/1953,7016300,true
74339036B,Emmeline,Zorener,22/12/1948,9295892,false
63557479Z,Kirstyn,Garritley,15/05/1942,2340206,true
86827131Q,Claude,McIlvaney,06/06/1947,3310163,true
43396855U,Madelon,Richold,22/12/1941,5435086,false
31803065Z,Fields,Oxenford,05/01/1961,3860875,true
69869178V,Lonnie,Surman-Wells,19/10/1939,8710285,true
84691073O,Merrel,Birkmyr,12/09/1943,1401719,true
80582599X,Donna,Byham,04/02/1952,6893696,false
48488243J,Rubie,Simmings,18/11/1965,1954047,true
41814473G,Brianne,Deener,20/08/1943,9764966,false
18781644W,North,Collison,27/11/1951,3317453,true
84453005B,Chane,Ogden,13/03/1936,7575156,true
38477662U,Merle,Clayfield,14/10/1932,4296440,false
24559999Y,Wade,Paradise,02/10/1946,5452865,false
11467167M,Alessandra,Cliff,25/01/1965,7011395,false
92394814T,Rachel,Kardos-Stowe,16/06/1931,6592030,false
37951260L,Ursa,McKinstry,27/03/1962,6879806,true
93137703F,Charmine,Polkinhorn,10/10/1963,4141176,false
23063237M,Noach,Andreasson,26/05/1963,8977080,false
37058388V,Zach,Gilcriest,04/08/1941,7447250,false
78642812F,Shurlocke,Ivanisov,04/05/1959,4291820,true
59073311C,Bella,Avrahm,21/09/1949,2464550,true
46173032K,Manuel,Mc Corley,29/03/1957,9430015,false
67733725R,Melodie,Adnet,21/01/1933,3147684,true
91440014R,Halsey,Aleksidze,30/04/1931,9688569,false
99483532W,Kirk,Kirkam,08/07/1937,5265522,true
60882118O,Marigold,Lillywhite,14/12/1953,2327112,true
38775052M,Joellen,Loxly,15/01/1930,7150930,true
65715522G,Viviyan,Wick,01/06/1959,7813481,true
20990145D,Zackariah,Diviny,18/09/1944,1820254,false
93295244X,Bliss,Blaxton,19/12/1944,2052253,true
16120430U,Hildegarde,Lindsay,25/06/1937,8740301,true
20702838X,Babbette,MacMaster,22/05/1964,2372330,true
91801129R,Mickey,Rowston,17/07/1942,4035744,true
98023185I,Munroe,Fitzsimons,01/06/1956,9767292,false
28414792U,Roland,Ivanyushin,14/12/1933,2536243,true
81128310R,Arabella,Phinnessy,02/07/1933,6031713,true
18686642V,Donall,Cribbins,29/10/1933,1076640,true
61122202H,Diana,Loggie,23/02/1936,1574687,true
56543646T,Garrott,Rowden,14/10/1934,6913410,false
35163452T,Nappy,Hebburn,13/09/1930,5666387,false
57218320Z,Clarita,Barnson,29/08/1931,8682372,false
28597949K,Drew,Crossley,01/07/1943,9904317,false
62681384F,Gradeigh,Rodenhurst,11/01/1952,2783541,false
33482014X,Karoly,Spalton,12/12/1946,2925070,false
17222053F,Dickie,Arger,13/05/1945,1952463,true
73372236E,Jerrylee,Eliff,24/07/1963,5864505,false
77832770Y,Cacilia,Wike,02/09/1932,2310952,false
75794394P,Brett,Chatan,25/10/1935,4037510,true
59349119N,Von,Hazeman,10/06/1952,6504765,false
89558553S,Saudra,Currum,11/05/1936,5618899,true
69292964X,Karlik,Fourman,14/04/1931,8640965,false
83974914O,Rosmunda,Dust,02/10/1965,8701854,true
57042025F,Stormie,Sentance,14/02/1962,7710813,false
47291920A,Gladi,Shevels,01/09/1955,2009862,true
96838848K,Ebeneser,Hanton,09/09/1952,6875889,true
70157041R,Dorisa,Raffon,11/11/1943,1995806,false
72296030V,Rori,Boutwell,01/05/1953,7119484,true
16353627C,Filippo,D'Elia,29/07/1945,1702161,true
54354330B,Lacey,Youle,06/01/1932,5998282,false
63104545G,Danella,Brigdale,14/08/1955,1357505,true
52476359L,Jacky,Brunnstein,27/11/1957,7799061,false
82460097Q,Kris,Gregine,01/02/1957,4365624,true
89757726S,Sylvia,Iacofo,22/05/1933,5833780,false
10717509L,Gabrila,Hechlin,04/05/1932,8409639,false
46568829Q,Matti,Ondricek,20/06/1936,8663554,false
82308888G,Patsy,Stanlake,30/11/1964,2125373,true
81925480U,Sybila,Castelin,24/06/1945,1691860,false
66759357X,Rudy,Asp,28/10/1956,7515756,true
86731815B,Charley,Veryard,19/11/1934,9422375,true
63284174J,Randi,Wortt,21/03/1952,6110744,false
38497859T,Myrtice,Epsly,19/02/1951,4141891,false
97310294N,Alfreda,Downs,16/10/1942,9279560,false
30211834F,Sarina,Ledwich,17/04/1941,3092420,false
89196974E,Catherina,Hartridge,04/11/1956,8932347,false
77011768J,Liz,Cregeen,20/12/1937,2480543,true
33679251E,Moss,Bradbrook,15/04/1955,6260886,false
17021838Z,Shay,Slyme,11/07/1932,4707720,false
77311538I,Clayton,Spinige,07/04/1961,8136201,false
32185491B,Isidoro,Beminster,31/08/1965,8122061,true
67047360X,Dannye,Foot,24/03/1964,5705566,false
30509345B,Candy,Normandale,05/01/1947,5142205,true
38907575Y,Caldwell,Shawcroft,27/07/1959,7803294,true
77960903K,Craggy,McShane,27/11/1950,6019989,false
74084835S,Lorettalorna,Allsworth,06/02/1945,3991900,false
42848572R,Dottie,Webb-Bowen,10/09/1933,3765458,true
98921220Z,Julee,Chippendale,11/10/1956,9605430,true
78946010N,Jeanine,Howett,31/10/1951,4475470,true
20449174B,Eldridge,Greenwell,13/02/1935,8037600,false
90508555S,Eudora,Prugel,17/12/1958,4409407,false
83942581T,Nikola,Habbershon,04/04/1937,6149660,false
43141196H,Aida,Legge,03/06/1964,4445438,false
81955189B,Ivan,Gulland,13/09/1945,3393528,true
23032223Z,Westbrooke,Alliston,24/08/1964,2598000,true
89084109A,Joete,Mehew,16/06/1938,4068415,false
86582773I,Putnem,Flemmich,08/08/1943,6336185,true
88612001O,Cchaddie,McCarrison,24/05/1945,8736399,true
52767605M,Janie,Dinning,05/09/1931,2706886,true
81982114Z,Monica,Lyburn,08/10/1953,4016067,false
95721335T,Sybil,Hardiker,28/11/1956,1546392,false
51032251M,Alfy,Timewell,31/01/1945,5662810,false
97750177W,Margery,Eloi,02/03/1947,2754036,true
47533225J,Leontyne,Middas,07/01/1952,4080943,false
62280471X,Pietro,Carefull,23/01/1941,2542971,false
66406186X,Xymenes,Cuttell,25/03/1957,1716330,false
10042198Q,Perrine,Sigge,30/09/1947,3474737,false
22339581T,Berri,Tillard,15/07/1955,4627327,false
12786840B,Celestyna,Dellenty,10/11/1950,9692109,false
19953499S,Stearn,Kersaw,11/09/1953,1322179,true
67110671Q,Dianna,Vanyashin,28/11/1931,5889408,true
44768164B,Flor,Worviell,14/08/1943,1282517,false
69443569Q,Page,Bucklan,20/02/1940,7926216,true
73117129J,Wesley,Thaine,11/08/1958,8667336,false
68287498G,Sayre,Drage,21/01/1932,5671503,true
25331201H,Derk,Siebart,22/10/1941,7350970,false
20838587X,Trip,Ricson,20/01/1964,5569427,false
32519169F,Tarrance,Brik,28/03/1964,7232692,true
78793171Z,Nellie,Daugherty,31/12/1940,5093043,true
74615188D,Murdoch,Sebrens,28/10/1950,7768210,true
88237405H,Melita,Dobble,03/05/1941,2372716,true
36453076H,Land,Brian,18/02/1939,7402349,false
27754863B,Averell,Trousdell,15/02/1931,6270706,false
49184950D,Blake,Abbado,03/03/1941,6385910,true
13030386L,Alexandros,Augie,30/09/1956,7483960,false
19569497G,Corry,Mattusov,17/12/1935,4572952,true
42730525K,Emmalynn,Belt,30/04/1944,8638846,true
74891009X,Becky,McMeanma,20/06/1939,2249264,false
28862794C,Jamison,McGillivrie,08/08/1932,3502320,false
63267085A,Guglielmo,Roft,17/06/1944,3242619,false
59201206H,Dalia,Bearward,22/03/1930,2235760,false
83638531V,Karlene,Smythe,10/08/1937,2366271,true
32687834S,Obidiah,Weddeburn,15/01/1932,7824607,false
79286273Q,Enrica,Petricek,06/05/1944,8170830,false
41480253X,Lian,Sadry,23/01/1947,1675977,true
11682870J,Reta,Baudasso,20/02/1959,8381439,true
85859935S,Jewelle,Pyer,27/04/1947,4485020,false
26404692M,Ev,Proffer,29/09/1946,8097806,true
17884275G,Gaynor,St. Leger,23/05/1957,7585384,true
47342231G,Rollin,Sturdy,21/08/1957,3826978,true
17455718G,Benedikta,Dron,04/05/1953,3723778,false
82864494L,Weider,Ceschelli,06/08/1945,6520272,true
84856259Z,Melania,Adran,07/03/1941,8538416,true
93795419W,Sawyer,Ipsly,23/03/1936,5815344,false
74671859L,Kore,Valentinuzzi,23/12/1957,6710736,false
31937709H,Yoshiko,Gordge,30/12/1934,2985465,false
84397488X,Redford,Pfaffel,14/07/1938,1109380,false
67476794O,Jordanna,Manlow,13/01/1954,2151963,true
67593164P,Henrietta,Hollingsbee,20/09/1941,4454476,true
60096475P,Davy,Sheaber,12/10/1946,3054809,true
84226531Y,Timothy,Klugel,27/09/1942,3449583,false
31219716C,Jade,Janman,06/10/1961,4950019,false
27506930N,Iorgo,Thorouggood,23/09/1958,1828047,false
66057618W,Orly,Mackinder,22/03/1948,4546470,true
51843614Z,Con,Stubbe,05/03/1953,7840955,true
75888199X,Brear,Gowthorpe,24/11/1943,3346086,true
56811695X,Ced,MacRitchie,03/07/1941,2688934,true
36044335H,Tadio,Ranaghan,11/07/1959,6846700,true
59786259R,Alia,Emsley,28/08/1954,3292265,true
34842323B,Hervey,Borrie,22/07/1953,7034085,false
51604764U,Bartie,Baignard,26/06/1953,9391692,true
47119503B,Tiphani,Lent,11/02/1931,5700714,false
94010871K,Andie,Gibbe,15/05/1958,2770995,true
28027586Q,Consuelo,Endrizzi,19/11/1955,3901841,true
23447522M,Rodie,Nafzger,06/09/1941,7923138,true
56985137U,Zilvia,Halstead,31/07/1960,7183978,false
80108321Y,Mitchael,Raper,30/05/1961,1457041,true
