DNI,Nombre,Apellido,Fecha de Nacimiento,ID Solicitud,Usuario_solicitante,Edad
65562702B,Lorraine,Bortoli,1948-01-29,4395862,False,75
62649316V,Glennie,Oleksiak,1961-01-01,6182220,False,62
46180063L,Lanie,De Witt,1941-08-15,9246634,False,82
99907146B,Kiel,Durak,1958-04-08,9155351,True,65
13079789Q,Charmion,Gullick,1951-05-12,1238947,True,72
18307315B,Devin,Horlock,1936-10-10,8605086,True,87
27610030W,Claudell,Heinz,1954-11-14,8162381,False,69
85812119Y,Hyacinthe,Cozby,1965-05-02,7825854,True,58
38652963L,Myra,Spear,1939-01-01,2962888,False,84
89266570J,Koo,Spaunton,1933-03-20,6726611,False,90
76924689G,Francois,Sidworth,1957-09-15,9698071,True,66
40030920D,Inge,Sotheron,1944-12-09,1864373,True,78
20442041U,Pace,Crosse,1943-10-02,7051973,True,80
82777921B,Stavros,Karpinski,1947-04-15,7024430,True,76
80820827Q,Lorrie,Jovanovic,1931-04-11,9431308,False,92
90368135N,Blithe,Chavey,1957-10-03,4405098,False,66
45437619B,Sharleen,Mulbry,1950-04-03,7720344,True,73
86881729E,Renelle,Feighney,1957-03-02,3456692,True,66
44354662S,Bowie,Thoumas,1933-08-08,9862064,False,90
39341121C,Raymund,Spraging,1941-12-16,5864268,False,81
83958562X,Burton,Ainslee,1938-01-15,7370142,False,85
46088895P,Sarita,Janicek,1959-08-15,1461807,True,64
60593179O,Morten,Skehan,1955-02-26,1557679,False,68
30152588D,Ignatius,Littledyke,1960-08-23,7691386,True,63
81802320Z,Kiersten,Pentelow,1960-11-04,1912028,False,63
13869147I,Rea,Mapledorum,1961-11-16,5400059,True,62
16185990H,Rosanne,Wiley,1944-05-09,6755600,True,79
47632051G,Wilona,Faunt,1951-12-08,3050499,True,71
13744760T,Leesa,Mellows,1955-11-15,1068666,True,68
38775286V,Xylina,Kenneway,1947-07-25,8020240,False,76
71471245D,Deanne,Powelee,1964-05-29,8782698,False,59
73713943Y,Nikos,Foxton,1930-01-31,2904358,False,93
28328815A,Dulce,Loughney,1946-06-02,3713650,False,77
45161900C,Kearney,Durie,1952-07-31,3755028,True,71
16900155B,Alysa,Chesterman,1954-05-16,7575582,True,69
88388923R,Karim,Villa,1948-10-28,5811053,True,75
88130003X,Baryram,Weald,1957-04-29,1781980,False,66
38408990Q,Thekla,Bruhn,1931-05-14,7253050,True,92
85940599H,Thomasa,Louiset,1957-10-30,3892892,False,66
84969295H,Lemuel,Clowsley,1959-01-02,1683075,True,64
50728056B,Patti,Coulbeck,1957-08-05,1195381,True,66
36452806Y,Hobard,Ormond,1965-05-18,5855021,False,58
30598060O,Chadwick,Klimecki,1935-04-18,6459180,True,88
31353742B,Dennet,Tomkiss,1937-07-13,1095328,True,86
78095322Y,Verina,Von Salzberg,1939-01-11,1092480,True,84
64053736I,Der,Paddle,1945-08-24,5391287,True,78
95427729Y,Henrieta,Kamiyama,1948-05-06,5403953,True,75
24258878E,Elvyn,Hayden,1936-10-14,3466724,True,87
34205712G,Germaine,Duesbury,1947-10-12,8003841,False,76
59064530R,Hillary,Gimlet,1957-12-08,6028039,True,65
40541672W,Carroll,McAteer,1963-02-04,6294944,True,60
25509162I,Bendite,Bartalini,1963-05-25,5521797,True,60
78536881P,Kort,De Minico,1962-06-06,3689292,True,61
34194499P,Lewie,Nenci,1949-01-30,2465634,False,74
54817500Q,Evvie,Tonn,1942-05-23,3457690,True,81
61380538J,Renee,Gockeler,1955-06-04,7023820,True,68
30423863D,Kylie,Wycliffe,1948-10-22,2328733,True,75
90268701A,Madge,Pawels,1949-08-06,6510783,False,74
71759564O,Jami,Mashal,1934-04-19,8893576,False,89
19837055H,Barbie,Brouwer,1943-03-07,3048432,False,80
97865734Y,Catherin,Episcopio,1948-04-21,5481312,True,75
94779139M,Brande,Mitchiner,1963-07-11,2305103,True,60
43063516N,Steffi,Shopcott,1930-02-15,5427831,True,93
49836080D,May,Bensen,1957-06-11,3976994,False,66
74626592A,Othilie,Jemmett,1947-10-03,9899452,True,76
93811203Q,Cass,Fricke,1931-05-05,8761377,True,92
69717986T,Pansie,Dingwall,1930-03-11,8914616,False,93
79352534C,Jane,Petroulis,1956-08-20,1418371,True,67
59962485A,Huntlee,Dodwell,1930-07-31,8397320,True,93
79240087B,Enrico,Neeve,1955-11-28,7321820,True,67
25594245E,Talbot,Gaunson,1947-07-09,7095757,True,76
98183104H,Willyt,Allabarton,1955-09-06,4798754,True,68
18501029L,Marcus,Greenrde,1963-01-06,6364580,True,60
35995393W,Aile,Rosenfeld,1961-08-11,2374357,True,62
69736978J,Raynell,Robathon,1951-09-28,5807793,True,72
32831366D,Jolie,McGregor,1955-07-02,3049955,False,68
13271369R,Dorisa,Cafferty,1954-06-06,7723997,False,69
78300298K,Elmore,Ralfe,1955-01-28,3958203,False,68
87363456A,Malvin,Chapell,1954-02-17,4851665,False,69
35870885Z,Samuel,Orrell,1958-08-06,9020478,True,65
97844942V,Ginnifer,Guihen,1937-10-21,5649500,False,86
88539759G,Clemente,Ainsworth,1963-07-23,9837242,False,60
40418168M,Emelda,Gilhouley,1951-08-02,1859120,False,72
33717976P,Eyde,Norster,1934-09-11,4876997,True,89
18669052H,Hilda,Copnell,1960-11-30,7809100,True,62
27266734O,Shelba,Hatrick,1963-03-13,8018374,True,60
58016446R,Dee dee,Albasini,1949-10-16,8328321,True,74
59425524Q,Derrick,Colbran,1938-03-06,5535204,True,85
26553937O,Isacco,Ferrino,1951-02-17,8626463,False,72
80422682G,Dennet,Mothersole,1959-04-13,1643029,True,64
69386955J,Karlik,Pauluzzi,1950-08-30,7639847,True,73
29310127U,Elvis,Kirton,1965-12-08,7080443,True,57
37838376N,Moria,Minero,1933-03-10,6039494,True,90
53963530B,Wilton,Jarvis,1949-06-20,2695489,True,74
54866440N,Dedie,Pobjay,1964-12-19,5242899,False,58
77129038Y,Genna,Vallintine,1942-09-14,4667626,True,81
61694828G,Amil,Bewshea,1943-06-14,2020120,True,80
18830065P,Bart,Rowat,1959-06-15,7975958,False,64
17411355R,Lamont,Richardeau,1948-11-26,4209751,False,74
15662417P,Ginevra,Munkley,1962-01-10,3939944,False,61
22240243X,Philippe,Levicount,1943-03-13,2749477,True,80
41839452W,Reidar,Blakelock,1964-08-25,9863056,True,59
84679552X,Nita,Vales,1954-12-02,5949752,True,68
15894754N,Wandis,Colqueran,1947-08-24,3160670,True,76
83779597F,Bald,Tuttiett,1939-03-29,6969108,True,84
42143395H,Harriet,Mingo,1950-08-25,7998320,True,73
86559748F,Elwood,Dibson,1937-09-13,7156034,True,86
62054628Z,Alvin,Kuller,1936-07-23,7888742,False,87
10341566U,Nevsa,Portlock,1961-01-25,5229569,False,62
75354185E,Gregory,Lavell,1961-04-10,8236141,False,62
32408488W,Kora,Kensy,1937-10-11,3630526,True,86
45385601V,Kennie,Marczyk,1939-12-14,4868270,False,83
58733053E,Louisette,McEnteggart,1962-05-18,2478787,False,61
61417569R,Peter,Cornwall,1932-11-08,7978114,False,91
17195666R,Nathan,Oakly,1965-07-23,9760350,False,58
84089735I,Aluino,Deporte,1936-11-23,8284285,False,87
46855410E,Dre,Libero,1948-05-25,9505686,True,75
81200332G,Gerri,Zanicchelli,1936-12-23,9104264,True,86
85952862K,Audre,Boutell,1960-11-18,6649461,False,63
53331145I,Rolfe,Winfield,1960-12-05,2786960,True,62
16564436O,Welbie,Brixey,1955-09-19,2671622,False,68
93751875F,Stormy,Ingman,1957-02-03,5997039,False,66
18672156F,Matilde,Danet,1941-05-22,5055278,False,82
47681369T,Rhett,Menaul,1935-11-21,6917339,False,88
99805073X,Sammie,Agar,1936-08-16,3421701,False,87
40922118A,Max,Grimster,1935-03-11,8008280,False,88
20616346N,Lacy,Swatland,1951-07-07,7769496,True,72
62118805O,Lilllie,Bendixen,1956-08-06,7095551,False,67
31959568G,Phillipp,Doble,1935-07-06,6261493,True,88
54146825K,Jere,Towne,1944-10-12,3070500,False,79
60360933P,Cristian,O' Mahony,1942-01-31,6302516,True,81
40962853J,Kattie,Hansemann,1936-01-02,2785102,False,87
55626629L,Elwira,Broady,1936-11-15,2774602,True,87
14977568W,Merrill,Gallaccio,1936-06-07,8899488,False,87
82896651R,Jazmin,Narup,1963-10-31,5018391,True,60
26791201B,Janelle,Izard,1937-01-18,1461906,False,86
38698557M,Zorah,Brundell,1951-09-21,2258286,False,72
32644553A,Lira,Edleston,1958-04-24,6168178,False,65
18486973D,Gladys,Spatig,1946-06-09,9227516,False,77
56738212Q,Kalvin,Bernaciak,1952-09-20,3799603,True,71
33733514C,Margaux,Boggon,1948-07-26,8005463,False,75
65899586G,Barty,Pietasch,1933-05-12,9863000,True,90
46680786U,Rosco,Frankum,1963-01-24,1548764,True,60
52966591M,Arlinda,Kubasiewicz,1958-06-03,6906594,True,65
67471977R,Jaynell,Garratty,1938-05-09,6052348,False,85
41776718R,Yasmin,Rootes,1942-03-10,9324766,True,81
87302893V,Yetty,Haitlie,1938-11-16,4139284,True,85
54336387E,Faythe,Catton,1952-09-22,6088046,True,71
49465764F,Wain,Falconbridge,1959-09-22,6574290,True,64
11100290X,Hubie,Ventura,1948-07-24,7126964,True,75
25315999I,Ravid,Josefowicz,1946-08-14,7732404,True,77
15798553Y,Alyse,Bulfield,1936-11-11,6853180,True,87
13217109L,Gwendolin,Derl,1938-01-29,8573649,True,85
90527272Q,Gunar,Lademann,1961-08-13,1560760,False,62
64538900H,Lynne,Stritton,1963-02-09,8814232,True,60
30857545O,Deloria,Baltrushaitis,1938-08-19,9014548,True,85
34477309G,June,Rudolph,1931-08-26,5033176,False,92
92135294S,Mommy,Westmacott,1937-01-27,5853372,True,86
98647239J,Corrinne,Keddie,1951-12-03,2086090,True,71
18991203O,Ode,Gridley,1955-03-23,2000620,True,68
59256040Y,Roosevelt,Kittredge,1940-02-16,6082364,True,83
22365124J,Magnum,Harbage,1965-10-13,4282456,True,58
61104837A,Nola,Murrhaupt,1942-09-26,7161026,False,81
50269695T,Kory,Ellard,1942-02-28,6867331,False,81
30603849I,Shirleen,Northill,1939-01-01,7764074,False,84
31201397X,Lillis,Westhoff,1930-06-27,4965030,True,93
10821794E,Ashleigh,Linnemann,1951-08-10,6402003,True,72
93690328V,Winslow,Archbald,1951-08-13,4872942,True,72
97752675F,Lurette,Joynson,1948-11-26,3383678,False,74
59558005T,Clive,Soigne,1936-09-30,4303150,False,87
89255544V,Flin,Wegner,1948-05-15,5947783,False,75
36563938Z,Mikaela,Haskins,1945-05-11,2073550,False,78
92517246B,Sapphira,Di Dello,1939-04-06,5635232,False,84
76041252P,Gisella,Purry,1944-06-15,7078700,True,79
85984813A,Rafaelita,Downs,1941-04-23,5149959,True,82
18275284D,Babette,Mandrey,1951-05-18,5842580,True,72
56852665T,Lisbeth,Penhaleurack,1947-08-22,5832200,True,76
81104386W,Corty,Laughlan,1943-02-05,7192680,True,80
98021601H,Jolee,Heustace,1930-09-18,6749230,True,93
66965653N,Debbi,Congreave,1956-09-09,9112153,True,67
49718406I,Emilia,Bristo,1957-11-06,6718825,False,66
25777246J,Stefa,Tabram,1956-02-11,3657249,False,67
84437267H,Layne,Fronzek,1939-02-17,9658863,True,84
52581631H,Elbertine,Assur,1932-03-03,8439895,True,91
94586133G,Marsiella,Scamal,1965-03-20,7503575,False,58
20790415X,Elsi,Garnham,1961-06-19,4433151,False,62
76718662R,Kassi,Toy,1960-03-02,1170528,True,63
50169024J,Thornton,Tomaszczyk,1955-09-07,2398659,False,68
40955126J,Cally,Teulier,1941-11-24,6512664,True,81
60312055N,Alica,Chesworth,1943-08-24,5279609,True,80
11386465R,Gaelan,Mackilpatrick,1949-08-20,1677389,True,74
72024279D,Tabitha,Iacovides,1931-01-08,9795114,True,92
66405726M,Fedora,Morehall,1963-01-19,1386546,False,60
12041181G,Cassandry,Capnerhurst,1941-12-15,4286832,True,81
22672636W,Howard,Skillings,1960-10-18,7447879,True,63
43553795V,Dolly,Bosquet,1936-07-11,9794290,False,87
67125800K,Gaby,Lanfranchi,1937-12-23,8567193,True,85
65280055D,Calvin,Billo,1937-04-21,4809195,False,86
34443219E,Nickola,Desson,1941-09-25,1900255,True,82
61281349F,Sherilyn,Pylkynyton,1944-10-14,3063647,True,79
27214389R,Jackquelin,MacGiany,1960-04-15,7332033,False,63
30526490E,Thaddeus,Hornbuckle,1942-08-29,6288162,True,81
81507610D,Arnie,Dunsire,1951-09-27,9212225,True,72
19019721O,Carissa,Cholerton,1954-09-18,9979513,True,69
12197594H,Donna,Kennett,1946-05-10,3538090,True,77
85156812I,Morse,DeSousa,1961-01-13,2409014,True,62
58045078C,Eduard,Barehead,1949-03-05,9317542,True,74
84483489U,Reece,Matuszewski,1948-03-01,5497322,True,75
46502514E,Maryrose,Lintall,1954-03-06,7866276,False,69
86515342B,Rickard,Orae,1947-08-23,5678743,False,76
38910941K,Jim,Karpinski,1963-02-05,4016796,False,60
59908468D,Rebekkah,Sigsworth,1949-01-08,9990806,True,74
92274992X,Aubrey,Keppin,1932-01-31,5432634,True,91
77871102F,Jessamine,Kinzett,1947-01-11,2158373,True,76
11822683N,Gonzales,Labat,1938-11-06,4980120,False,85
83785336C,Myrna,Oswald,1934-02-23,2764593,True,89
98199839E,Glenna,Aldwinckle,1959-05-19,8230199,True,64
50575719P,Tonia,Imesen,1930-07-06,3430641,True,93
14236524A,Hervey,Maltby,1939-06-14,3965670,False,84
15275828H,Clarice,Stallan,1952-01-04,7606437,False,71
87116907Q,Ileane,Whyffen,1951-12-08,5143085,True,71
50440374I,Maisey,Queenborough,1960-09-12,5212590,True,63
86164764K,Norene,Kesper,1964-04-28,4338159,True,59
20030671C,Farris,Eixenberger,1954-11-16,4713539,False,69
76789107J,Jonah,Kamen,1960-06-07,2884095,False,63
89902981A,Audra,Harrold,1956-12-21,1780690,True,66
18451459Q,Shanta,Hanscome,1950-01-03,8786633,True,73
79203170R,Walton,Knapp,1943-09-13,4765738,True,80
22889671X,Stillman,Tomasino,1938-12-13,8022804,True,84
66255157C,Evangeline,Brauninger,1948-07-08,1659837,False,75
69306019A,Clovis,Pinson,1932-01-01,5619032,True,91
27220734Q,Jay,Ost,1941-03-27,1458702,True,82
51696463F,Mannie,Ommanney,1961-08-12,2015347,True,62
85077452N,Ashly,Jedryka,1953-09-12,7363200,False,70
72357513Y,Dominik,Wintersgill,1942-03-08,3967633,True,81
34031570L,Claudetta,Pleasants,1965-12-08,5607581,False,57
35606390R,Reggi,South,1963-12-16,8163380,False,59
86196887A,Royal,Cromwell,1942-04-04,3250142,True,81
88007026F,Elspeth,Blethin,1961-06-19,3008446,True,62
85485288B,Ira,Lewton,1937-07-10,7761547,True,86
46534618S,Sharron,Kells,1956-05-05,9537054,True,67
35601621N,Lindsey,Ferandez,1936-02-29,6477249,True,87
66017888X,Kimble,Blader,1944-02-15,8604851,False,79
20981054T,Drusi,Headly,1940-11-09,8705568,False,83
56942978P,Vivianna,Gravey,1957-10-08,7626834,True,66
92754675U,Millicent,Jerams,1952-04-14,6651594,False,71
48952759P,Harrison,Tabbernor,1951-11-07,3311891,True,72
53991264L,Liam,Coldbathe,1951-01-30,1324478,True,72
18272369K,Jeramey,Ciccarello,1953-06-05,1813197,True,70
49576101E,Kalle,Roath,1937-07-10,6072872,False,86
95886428I,Michal,Gricewood,1948-07-08,6990453,True,75
63972381G,Alyce,Hellmer,1949-12-26,3513046,True,73
77936843N,Velma,Yuryshev,1961-05-26,4765000,True,62
37634470Y,Junina,Amorts,1965-09-15,6011334,False,58
72529147L,Rodie,Crebott,1964-03-05,4979615,True,59
47632453L,Flory,Madill,1942-06-09,9813376,True,81
87709138N,Clara,Scimone,1943-09-08,6615918,False,80
51653362I,Renelle,Sword,1962-02-25,1919350,True,61
17151698M,Flint,Kiessel,1950-06-08,8971412,False,73
80140536M,Valery,Hanhardt,1934-06-02,4342330,True,89
72437743T,Dani,Zouch,1942-07-01,8212840,False,81
26143022W,Alecia,Ackroyd,1955-09-22,8843678,True,68
70340099Y,Purcell,M'Quharge,1965-04-19,7145962,True,58
71899611T,Mack,Gurrado,1948-03-08,7977178,True,75
82343755N,Tessa,Keech,1955-06-19,4348185,True,68
25083750N,Zeb,Coucher,1945-10-03,2439457,True,78
30921035I,Mandy,O'Corrane,1949-06-14,3528981,True,74
84474712A,Bennie,Krolle,1959-12-07,1847078,True,63
67247304X,Saraann,Ringe,1960-07-10,5219419,True,63
59354746B,Gelya,Hollows,1948-02-12,5594965,True,75
99888094M,Adeline,Popov,1937-01-29,5947216,False,86
82889207Q,Nehemiah,Saltsberg,1953-02-16,2766503,False,70
94900608Z,Gunilla,Terrans,1930-07-28,6332059,False,93
57787348D,Seward,Claxson,1942-07-26,9846839,False,81
63344567V,Kearney,Broxap,1958-04-18,6192420,True,65
91041591J,Catherine,Hearse,1937-09-27,4109500,True,86
39998141Q,Andrea,Syphas,1950-01-02,6106922,True,73
94939892G,Griffie,Gosalvez,1934-07-25,6675948,False,89
31998252W,Geoff,Barts,1930-12-07,3574270,True,92
63936235B,Teressa,Greenroa,1954-09-19,1418708,False,69
33571095B,Ami,Echlin,1944-02-11,5275691,True,79
77565133L,Jonis,Paley,1957-04-22,1549580,False,66
92181818D,Tiffie,Wickwarth,1939-11-13,6317036,True,84
49703200L,Nessi,Grigoryov,1964-10-02,4523991,True,59
98578463V,Orlando,Burthom,1955-04-14,1144571,True,68
88384907U,Atlanta,Bauer,1961-05-30,6909480,False,62
14838768M,Dillie,Garrettson,1939-11-04,7049842,True,84
82341161T,Bartlet,Meachen,1951-11-02,6847113,True,72
23521181X,Lesli,Sutliff,1962-08-09,5660201,True,61
22735386F,Danyette,Lavies,1946-09-09,6389474,False,77
33669042G,Allin,Bevar,1930-09-21,7041499,False,93
20298126O,Paddie,Debney,1957-09-13,5109863,True,66
71781644Y,Brittney,Bartrap,1942-04-22,6272269,False,81
51055190H,Natalya,Lamborne,1962-08-18,4671691,True,61
27555223S,Miriam,Jayes,1935-11-06,3699050,True,88
34806269I,Bevon,Matej,1965-10-24,8270569,False,58
81374730V,Brnaba,Nani,1936-05-20,3747544,True,87
66600847N,Eduino,Dur,1962-05-10,1201993,True,61
65555900J,Halsey,McAughtry,1932-12-05,5683896,True,90
67385210Z,Brnaba,Von Welden,1962-10-21,2909366,True,61
55092151U,Pinchas,Rossoni,1959-12-06,5553318,False,63
36468221X,Bernie,Deeble,1962-04-17,1285817,False,61
51777823R,Edgardo,Bumphries,1950-07-03,9201933,False,73
97712083O,Domenico,Mackie,1935-04-13,2579656,True,88
15641291Z,Nathaniel,Baselio,1962-10-22,2710324,False,61
42126321C,Clareta,Wyldish,1955-10-03,8280396,True,68
32964505K,Josy,Pray,1946-05-12,4012672,True,77
19548058Z,Fay,Starr,1947-11-06,3706513,True,76
98368642L,Bryce,Hibling,1934-06-27,9146170,True,89
72903162N,Vasili,Dutch,1942-05-31,1125572,True,81
95273109N,Barth,Dring,1937-01-03,9483559,True,86
10975010E,Raeann,Whitticks,1946-04-17,5136085,False,77
16783917I,Rozelle,Runham,1953-01-06,4795688,True,70
78253898S,Jenilee,Franscioni,1958-08-28,4467329,True,65
94950526V,Dede,Meriton,1952-09-30,6354690,True,71
36655852G,Gusta,Charlesworth,1964-11-14,2850121,True,59
27151481D,Antonio,Cisec,1946-06-08,7777364,True,77
60912384E,Weston,Dorracott,1944-03-11,9155351,False,79
22522119D,Guillermo,Titterrell,1955-05-27,1238947,False,68
98984281T,Harold,Volkers,1941-12-31,8605086,False,81
12535559O,Sheffy,Fransinelli,1943-12-04,5583660,True,79
91090447Q,Tarrah,Mundall,1964-07-06,4462820,True,59
23425255N,Chelsae,Hartropp,1952-12-25,7825854,False,70
76492619Q,Neile,Connal,1932-05-29,5471135,True,91
19634739O,Brooks,Nyland,1941-07-02,2524977,True,82
94789446O,Kelly,Shurlock,1938-12-10,1104092,True,84
81686498Z,Jada,Ferns,1931-03-31,8801313,True,92
30562075H,Maribel,Pauly,1930-10-18,5544125,True,93
83441302P,Orland,Dafter,1964-06-08,9698071,False,59
47388201H,Fredia,Hookes,1945-09-04,1864373,False,78
28439534F,Hasty,Isson,1964-12-03,4866087,True,58
74991392M,Korie,Burnsyde,1951-10-24,8072420,True,72
69415208M,Wilbur,Yorston,1939-06-30,2706503,True,84
16383007N,Bernetta,Kindred,1934-03-27,7051973,False,89
46585242B,Madelin,Conan,1948-06-09,5963320,True,75
65317328S,Lissa,Lexa,1943-10-04,4238647,True,80
31075402A,Holmes,Linnit,1951-06-13,7024430,False,72
53250393Q,Rosemary,Burgot,1939-07-12,1746463,True,84
96219049K,Lezley,Van den Dael,1943-02-21,4200282,True,80
59886263F,Bendick,Harrild,1956-08-23,7720344,False,67
80725162T,Mariana,Biles,1955-06-17,3745568,True,68
48037881I,Bibbye,Riggott,1930-10-10,3456692,False,93
87992010W,Cirilo,Olanda,1934-06-23,9067430,True,89
75832089G,Claudelle,Kerford,1960-01-20,8909445,True,63
12711391U,Ilise,Mulhill,1957-03-31,5438765,True,66
75124788E,Marshal,Sainz,1947-01-29,7588412,True,76
81526046F,Dot,Kryzhov,1961-10-18,1461807,False,62
75245633Q,Alfy,Mertel,1942-05-07,5166250,True,81
19935322Y,Lew,Renshell,1936-10-15,9943465,True,87
80559009H,Lurleen,Fuxman,1960-05-02,7691386,False,63
48380938D,Nara,Breit,1951-06-14,5400059,False,72
85633280E,Ben,Cottey,1934-07-15,1651340,True,89
51622863M,Mirilla,Nangle,1953-09-28,7016300,True,70
74339036B,Emmeline,Zorener,1948-12-22,6755600,False,74
63557479Z,Kirstyn,Garritley,1942-05-15,2340206,True,81
86827131Q,Claude,McIlvaney,1947-06-06,3310163,True,76
43396855U,Madelon,Richold,1941-12-22,3050499,False,81
31803065Z,Fields,Oxenford,1961-01-05,3860875,True,62
69869178V,Lonnie,Surman-Wells,1939-10-19,8710285,True,84
84691073O,Merrel,Birkmyr,1943-09-12,1401719,True,80
80582599X,Donna,Byham,1952-02-04,1068666,False,71
48488243J,Rubie,Simmings,1965-11-18,1954047,True,58
41814473G,Brianne,Deener,1943-08-20,3755028,False,80
18781644W,North,Collison,1951-11-27,3317453,True,71
84453005B,Chane,Ogden,1936-03-13,7575156,True,87
38477662U,Merle,Clayfield,1932-10-14,7575582,False,91
24559999Y,Wade,Paradise,1946-10-02,5811053,False,77
11467167M,Alessandra,Cliff,1965-01-25,7253050,False,58
92394814T,Rachel,Kardos-Stowe,1931-06-16,6592030,True,92
37951260L,Ursa,McKinstry,1962-03-27,6879806,True,61
93137703F,Charmine,Polkinhorn,1963-10-10,4141176,True,60
23063237M,Noach,Andreasson,1963-05-26,8977080,True,60
37058388V,Zach,Gilcriest,1941-08-04,1683075,False,82
78642812F,Shurlocke,Ivanisov,1959-05-04,4291820,True,64
59073311C,Bella,Avrahm,1949-09-21,2464550,True,74
46173032K,Manuel,Mc Corley,1957-03-29,9430015,True,66
67733725R,Melodie,Adnet,1933-01-21,3147684,True,90
91440014R,Halsey,Aleksidze,1931-04-30,9688569,True,92
99483532W,Kirk,Kirkam,1937-07-08,5265522,True,86
60882118O,Marigold,Lillywhite,1953-12-14,2327112,True,69
38775052M,Joellen,Loxly,1930-01-15,7150930,True,93
65715522G,Viviyan,Wick,1959-06-01,7813481,True,64
20990145D,Zackariah,Diviny,1944-09-18,1195381,False,79
93295244X,Bliss,Blaxton,1944-12-19,2052253,True,78
16120430U,Hildegarde,Lindsay,1937-06-25,8740301,True,86
20702838X,Babbette,MacMaster,1964-05-22,2372330,True,59
91801129R,Mickey,Rowston,1942-07-17,4035744,True,81
98023185I,Munroe,Fitzsimons,1956-06-01,6459180,False,67
28414792U,Roland,Ivanyushin,1933-12-14,2536243,True,89
81128310R,Arabella,Phinnessy,1933-07-02,6031713,True,90
18686642V,Donall,Cribbins,1933-10-29,1076640,True,90
61122202H,Diana,Loggie,1936-02-23,1574687,True,87
56543646T,Garrott,Rowden,1934-10-14,6913410,True,89
35163452T,Nappy,Hebburn,1930-09-13,1095328,False,93
57218320Z,Clarita,Barnson,1931-08-29,1092480,False,92
28597949K,Drew,Crossley,1943-07-01,9904317,True,80
62681384F,Gradeigh,Rodenhurst,1952-01-11,5391287,False,71
33482014X,Karoly,Spalton,1946-12-12,2925070,True,76
17222053F,Dickie,Arger,1945-05-13,1952463,True,78
73372236E,Jerrylee,Eliff,1963-07-24,5403953,False,60
77832770Y,Cacilia,Wike,1932-09-02,3466724,False,91
75794394P,Brett,Chatan,1935-10-25,4037510,True,88
59349119N,Von,Hazeman,1952-06-10,6504765,True,71
89558553S,Saudra,Currum,1936-05-11,5618899,True,87
69292964X,Karlik,Fourman,1931-04-14,8640965,True,92
83974914O,Rosmunda,Dust,1965-10-02,8701854,True,58
57042025F,Stormie,Sentance,1962-02-14,7710813,True,61
47291920A,Gladi,Shevels,1955-09-01,2009862,True,68
96838848K,Ebeneser,Hanton,1952-09-09,6875889,True,71
70157041R,Dorisa,Raffon,1943-11-11,6028039,False,80
72296030V,Rori,Boutwell,1953-05-01,7119484,True,70
16353627C,Filippo,D'Elia,1945-07-29,1702161,True,78
54354330B,Lacey,Youle,1932-01-06,6294944,False,91
63104545G,Danella,Brigdale,1955-08-14,1357505,True,68
52476359L,Jacky,Brunnstein,1957-11-27,5521797,False,65
82460097Q,Kris,Gregine,1957-02-01,4365624,True,66
89757726S,Sylvia,Iacofo,1933-05-22,5833780,True,90
10717509L,Gabrila,Hechlin,1932-05-04,3689292,False,91
46568829Q,Matti,Ondricek,1936-06-20,8663554,True,87
82308888G,Patsy,Stanlake,1964-11-30,2125373,True,58
81925480U,Sybila,Castelin,1945-06-24,1691860,True,78
66759357X,Rudy,Asp,1956-10-28,7515756,True,67
86731815B,Charley,Veryard,1934-11-19,9422375,True,89
63284174J,Randi,Wortt,1952-03-21,3457690,False,71
38497859T,Myrtice,Epsly,1951-02-19,7023820,False,72
97310294N,Alfreda,Downs,1942-10-16,9279560,True,81
30211834F,Sarina,Ledwich,1941-04-17,2328733,False,82
89196974E,Catherina,Hartridge,1956-11-04,8932347,True,67
77011768J,Liz,Cregeen,1937-12-20,2480543,True,85
33679251E,Moss,Bradbrook,1955-04-15,5481312,False,68
17021838Z,Shay,Slyme,1932-07-11,2305103,False,91
77311538I,Clayton,Spinige,1961-04-07,5427831,False,62
32185491B,Isidoro,Beminster,1965-08-31,8122061,True,58
67047360X,Dannye,Foot,1964-03-24,9899452,False,59
30509345B,Candy,Normandale,1947-01-05,5142205,True,76
38907575Y,Caldwell,Shawcroft,1959-07-27,7803294,True,64
77960903K,Craggy,McShane,1950-11-27,6019989,True,72
74084835S,Lorettalorna,Allsworth,1945-02-06,8761377,False,78
42848572R,Dottie,Webb-Bowen,1933-09-10,3765458,True,90
98921220Z,Julee,Chippendale,1956-10-11,9605430,True,67
78946010N,Jeanine,Howett,1951-10-31,4475470,True,72
20449174B,Eldridge,Greenwell,1935-02-13,1418371,False,88
90508555S,Eudora,Prugel,1958-12-17,8397320,False,64
83942581T,Nikola,Habbershon,1937-04-04,6149660,True,86
43141196H,Aida,Legge,1964-06-03,7321820,False,59
81955189B,Ivan,Gulland,1945-09-13,3393528,True,78
23032223Z,Westbrooke,Alliston,1964-08-24,2598000,True,59
89084109A,Joete,Mehew,1938-06-16,4068415,True,85
86582773I,Putnem,Flemmich,1943-08-08,6336185,True,80
88612001O,Cchaddie,McCarrison,1945-05-24,8736399,True,78
52767605M,Janie,Dinning,1931-09-05,2706886,True,92
81982114Z,Monica,Lyburn,1953-10-08,7095757,False,70
95721335T,Sybil,Hardiker,1956-11-28,4798754,False,66
51032251M,Alfy,Timewell,1945-01-31,5662810,True,78
97750177W,Margery,Eloi,1947-03-02,2754036,True,76
